pokedex_number,variant,name,hp,attack,defense,sp_attack,sp_defense,speed,abilities,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fight,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,classification,type1,type2,height_m,weight_kg,percentage_male,is_legendary,generation
744,,Rockruff,45,65,40,30,40,60,"['Keen Eye', 'Vital Spirit', 'Steadfast']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Puppy Pokemon,rock,,0.5,9.2,50,0,7
744,own tempo,Rockruff,45,65,40,30,40,60,['Own Tempo'],0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Puppy Pokemon,rock,,0.5,9.2,50,0,7
745,midday,Lycanroc,75,115,65,55,65,112,"['Keen Eye', 'Sand Rush', 'Steadfast']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Wolf Pokemon,rock,,0.8,25,50,0,7
745,midnight,Lycanroc,85,115,75,55,75,82,"['Keen Eye', 'Vital Spirit', 'No Guard']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Wolf Pokemon,rock,,1.1,25,50,0,7
745,dusk,Lycanroc,75,117,65,55,65,110,['Tough Claws'],0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Wolf Pokemon,rock,,0.8,25,50,0,7
746,solo,Wishiwashi,45,20,20,25,25,40,['Schooling'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Small Fry Pokemon,water,,0.2,0.3,50,0,7
746,school,Wishiwashi,45,140,130,140,135,30,['Schooling'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Small Fry Pokemon,water,,8.2,78.6,50,0,7
747,,Mareanie,50,53,62,43,52,45,"['Merciless', 'Limber', 'Regenerator']",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,Brutal Star Pokemon,poison,water,0.4,8,50,0,7
748,,Toxapex,50,63,152,53,142,35,"['Merciless', 'Limber', 'Regenerator']",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,Brutal Star Pokemon,poison,water,0.7,14.5,50,0,7
749,,Mudbray,70,100,70,45,55,45,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Donkey Pokemon,ground,,1,110,50,0,7
750,,Mudsdale,100,125,100,55,85,35,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Draft Horse Pokemon,ground,,2.5,920,50,0,7
751,,Dewpider,38,40,52,40,72,27,"['Water Bubble', 'Water Absorb']",1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,Water Bubble Pokemon,water,bug,0.3,4,50,0,7
752,,Araquanid,68,70,92,50,132,42,"['Water Bubble', 'Water Absorb']",1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,Water Bubble Pokemon,water,bug,1.8,82,50,0,7
753,,Fomantis,40,55,35,50,35,35,"['Leaf Guard', 'Contrary']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Sickle Grass Pokemon,grass,,0.3,1.5,50,0,7
754,,Lurantis,70,105,90,80,90,45,"['Leaf Guard', 'Contrary']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Bloom Sickle Pokemon,grass,,0.9,18.5,50,0,7
755,,Morelull,40,35,55,65,75,15,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,Illuminating Pokemon,grass,fairy,0.2,1.5,50,0,7
756,,Shiinotic,60,45,80,90,100,30,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,Illuminating Pokemon,grass,fairy,1,11.5,50,0,7
757,,Salandit,48,44,40,71,40,77,"['Corrosion', 'Oblivious']",1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,Toxic Lizard Pokemon,poison,fire,0.6,4.8,88.1,0,7
758,,Salazzle,68,64,60,111,60,117,"['Corrosion', 'Oblivious']",1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,Toxic Lizard Pokemon,poison,fire,1.2,22.2,0,0,7
759,,Stufful,70,75,50,45,50,50,"['Fluffy', 'Klutz', 'Cute Charm']",1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,Flailing Pokemon,normal,fighting,0.5,6.8,50,0,7
760,,Bewear,120,125,80,55,60,60,"['Fluffy', 'Klutz', 'Unnerve']",1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,Strong Arm Pokemon,normal,fighting,2.1,135,50,0,7
761,,Bounsweet,42,30,38,30,38,32,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Fruit Pokemon,grass,,0.3,3.2,0,0,7
762,,Steenee,52,40,48,40,48,62,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Fruit Pokemon,grass,,0.7,8.2,0,0,7
763,,Tsareena,72,120,98,50,98,72,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Fruit Pokemon,grass,,1.2,21.4,0,0,7
764,,Comfey,51,52,90,82,110,100,"['Flower Veil', 'Triage', 'Natural Cure']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Posy Picker Pokemon,fairy,,0.1,0.3,24.6,0,7
765,,Oranguru,90,60,80,90,110,60,"['Inner Focus', 'Telepathy', 'Symbiosis']",1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,Sage Pokemon,normal,psychic,1.5,76,50,0,7
766,,Passimian,100,120,90,40,60,80,"['Receiver', 'Defiant']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Teamwork Pokemon,fighting,,2,82.8,50,0,7
767,,Wimpod,25,35,40,20,30,80,['Wimp Out'],1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,Turn Tail Pokemon,bug,water,0.5,12,50,0,7
768,,Golisopod,75,125,140,60,90,40,['Emergency Exit'],1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,Hard Scale Pokemon,bug,water,2,108,50,0,7
769,,Sandygast,55,55,80,70,45,15,"['Water Compaction', 'Sand Veil']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,Sand Heap Pokemon,ghost,ground,0.5,70,50,0,7
770,,Palossand,85,75,110,100,75,35,"['Water Compaction', 'Sand Veil']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,Sand Castle Pokemon,ghost,ground,1.3,250,50,0,7
771,,Pyukumuku,55,60,130,30,130,5,"['Innards Out', 'Unaware']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Cucumber Pokemon,water,,0.3,1.2,50,0,7
772,,Type: Null,95,95,95,95,95,59,['Battle Armor'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Synthetic Pokemon,normal,,1.9,120.5,,1,7
773,,Silvally,95,95,95,95,95,95,['RKS System'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Synthetic Pokemon,normal,,2.3,100.5,,1,7
774,meteor,Minior,60,60,100,60,100,60,['Shields Down'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,Meteor Pokemon,rock,flying,0.3,40,,0,7
774,core,Minior,60,100,60,100,60,120,['Shields Down'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,Meteor Pokemon,rock,flying,0.3,40,,0,7
775,,Komala,65,115,65,75,95,65,['Comatose'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Drowsing Pokemon,normal,,0.4,19.9,50,0,7
776,,Turtonator,60,78,135,91,85,36,['Shell Armor'],1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,Blast Turtle Pokemon,fire,dragon,2,212,50,0,7
777,,Togedemaru,65,98,63,40,73,96,"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,Roly-Poly Pokemon,electric,steel,0.3,3.3,50,0,7
778,,Mimikyu,55,90,80,50,105,96,['Disguise'],0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,Disguise Pokemon,ghost,fairy,0.2,0.7,50,0,7
779,,Bruxish,68,105,70,70,70,92,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,Gnash Teeth Pokemon,water,psychic,0.9,19,50,0,7
780,,Drampa,78,60,85,135,91,36,"['Berserk', 'Sap Sipper', 'Cloud Nine']",1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,Placid Pokemon,normal,dragon,3,185,50,0,7
781,,Dhelmise,70,131,100,86,90,40,['Steelworker'],0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Sea Creeper Pokemon,ghost,grass,3.9,210,,0,7
782,,Jangmo-o,45,55,65,45,45,45,"['Bulletproof', 'Soundproof', 'Overcoat']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Scaly Pokemon,dragon,,0.6,29.7,50,0,7
783,,Hakamo-o,55,75,90,65,70,65,"['Bulletproof', 'Soundproof', 'Overcoat']",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,Scaly Pokemon,dragon,fighting,1.2,47,50,0,7
784,,Kommo-o,75,110,125,100,105,85,"['Bulletproof', 'Soundproof', 'Overcoat']",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,Scaly Pokemon,dragon,fighting,1.6,78.2,50,0,7
785,,Tapu Koko,70,115,85,95,75,130,"['Electric Surge', 'Telepathy']",1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,Land Spirit Pokemon,electric,fairy,1.8,20.5,,1,7
786,,Tapu Lele,70,85,75,130,115,95,"['Psychic Surge', 'Telepathy']",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,Land Spirit Pokemon,psychic,fairy,1.2,18.6,,1,7
787,,Tapu Bulu,70,130,115,85,95,75,"['Grassy Surge', 'Telepathy']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,Land Spirit Pokemon,grass,fairy,1.9,45.5,,1,7
788,,Tapu Fini,70,75,115,95,130,85,"['Misty Surge', 'Telepathy']",1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,Land Spirit Pokemon,water,fairy,1.3,21.2,,1,7
789,,Cosmog,43,29,31,29,31,37,['Unaware'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Nebula Pokemon,psychic,,0.2,0.1,,1,7
790,,Cosmoem,43,29,131,29,131,37,['Sturdy'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Protostar Pokemon,psychic,,0.1,999.9,,1,7
791,,Solgaleo,137,137,107,113,89,97,['Full Metal Body'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Sunne Pokemon,psychic,steel,3.4,230,,1,7
792,,Lunala,137,113,89,137,107,97,['Shadow Shield'],0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,Moone Pokemon,psychic,ghost,4,120,,1,7
793,,Nihilego,109,53,47,127,131,103,['Beast Boost'],0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,Parasite Pokemon,rock,poison,1.2,55.5,,0,7
794,,Buzzwole,107,139,139,53,53,79,['Beast Boost'],1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,Swollen Pokemon,bug,fighting,2.4,333.6,,0,7
795,,Pheromosa,71,137,37,137,37,151,['Beast Boost'],1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,Lissome Pokemon,bug,fighting,1.8,25,,0,7
796,,Xurkitree,83,89,71,173,71,83,['Beast Boost'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Glowing Pokemon,electric,,3.8,100,,0,7
797,,Celesteela,97,101,103,107,101,61,['Beast Boost'],0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,Launch Pokemon,steel,flying,9.2,999.9,,0,7
798,,Kartana,59,181,131,59,31,109,['Beast Boost'],0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,Drawn Sword Pokemon,grass,steel,0.3,0.1,,0,7
799,,Guzzlord,223,101,53,97,53,43,['Beast Boost'],1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,Junkivore Pokemon,dark,dragon,5.5,888,,0,7
800,,Necrozma,97,107,101,127,89,79,['Prism Armor'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Prism Pokemon,psychic,,2.4,230,,1,7
800,dusk mane,Necrozma,97,157,127,113,109,77,['Prism Armor'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Prism Pokemon,psychic,steel,3.8,460,,1,7
800,dawn wings,Necrozma,97,113,109,157,127,77,['Prism Armor'],0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,Prism Pokemon,psychic,ghost,4.2,350,,1,7
800,ultra,Necrozma,97,167,97,167,97,129,['Neuroforce'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,Prism Pokemon,psychic,dragon,7.5,230,,1,7
801,,Magearna,80,95,115,130,115,65,['Soul-Heart'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,Artificial Pokemon,steel,fairy,1,80.5,,1,7
802,,Marshadow,90,125,80,90,90,125,['Technician'],0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,Gloomdweller Pokemon,fighting,ghost,0.7,22.2,,1,7
803,,Poipole,67,73,67,73,67,73,['Beast Boost'],1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Poison Pin Pokemon,poison,,0.6,1.8,,0,7
804,,Naganadel,73,73,73,127,73,121,['Beast Boost'],1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,Poison Pin Pokemon,poison,dragon,3.6,150,,0,7
805,,Stakataka,61,131,211,53,101,13,['Beast Boost'],0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,Rampart Pokemon,rock,steel,5.5,820,,0,7
806,,Blacephalon,53,127,53,151,79,107,['Beast Boost'],0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,Fireworks Pokemon,fire,ghost,1.8,13,,0,7
807,,Zeraora,88,112,75,102,80,143,['Volt Absorb'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Thunderclap Pokemon,electric,,1.5,44.5,,1,7
808,,Meltan,46,65,65,55,35,34,['Magnet Pull'],0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Hex Nut Pokemon,steel,,0.2,8,,1,7
809,,Melmetal,135,143,143,80,65,34,['Iron Fist'],0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Hex Nut Pokemon,steel,,2.5,800,,1,7
